sample_idx,n_converged,n_total,convergence_rate,best_converged_step,best_combo_tag
36,15,32,0.46875,17,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
40,15,32,0.46875,18,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
85,15,32,0.46875,40,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
95,15,32,0.46875,48,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
144,15,32,0.46875,220,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
184,15,32,0.46875,25,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
220,15,32,0.46875,18,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
226,15,32,0.46875,1410,n1.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
267,15,32,0.46875,45,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
19,16,32,0.5,21,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
63,16,32,0.5,21,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
64,16,32,0.5,58,n2.0_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
94,16,32,0.5,12,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
96,16,32,0.5,8,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
97,16,32,0.5,12,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
106,16,32,0.5,28,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
123,16,32,0.5,1089,n1.0_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
146,16,32,0.5,20,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
169,16,32,0.5,19,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
171,16,32,0.5,48,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
177,16,32,0.5,10,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
182,16,32,0.5,180,n0.5_rfo_str_trf0.005_re0.01_ar1_pls_pgtrue_phfalse
185,16,32,0.5,18,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
203,16,32,0.5,459,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
207,16,32,0.5,18,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
219,16,32,0.5,26,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
239,16,32,0.5,672,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
245,16,32,0.5,52,n1.0_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
25,17,32,0.53125,23,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
27,17,32,0.53125,45,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
37,17,32,0.53125,57,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
42,17,32,0.53125,34,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
54,17,32,0.53125,38,n1.0_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
68,17,32,0.53125,14,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
82,17,32,0.53125,117,n0.5_rfo_str_trf0.005_re0.01_ar1_pls_pgtrue_phfalse
131,17,32,0.53125,15,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
136,17,32,0.53125,29,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
154,17,32,0.53125,28,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
155,17,32,0.53125,14,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
156,17,32,0.53125,31,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
161,17,32,0.53125,18,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
163,17,32,0.53125,18,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
175,17,32,0.53125,14,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
180,17,32,0.53125,2120,n2.0_rfo_re0.01_ar1_pls_pgtrue_phfalse
235,17,32,0.53125,19,n1.0_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
249,17,32,0.53125,102,n1.0_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
252,17,32,0.53125,25,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
268,17,32,0.53125,19,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
269,17,32,0.53125,45,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
276,17,32,0.53125,28,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
3,18,32,0.5625,603,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
10,18,32,0.5625,12,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
58,18,32,0.5625,142,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
59,18,32,0.5625,36,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
111,18,32,0.5625,34,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
140,18,32,0.5625,18,n1.0_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
160,18,32,0.5625,616,n1.0_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
170,18,32,0.5625,8,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
174,18,32,0.5625,101,n1.0_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
176,18,32,0.5625,50,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
198,18,32,0.5625,56,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
209,18,32,0.5625,23,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
211,18,32,0.5625,18,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
216,18,32,0.5625,24,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
217,18,32,0.5625,25,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
233,18,32,0.5625,14,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
258,18,32,0.5625,141,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
278,18,32,0.5625,42,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
0,19,32,0.59375,140,n1.0_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
20,19,32,0.59375,26,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
33,19,32,0.59375,34,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
52,19,32,0.59375,24,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
69,19,32,0.59375,572,n1.0_rfo_re0.01_ar1_pls_pgtrue_phfalse
84,19,32,0.59375,590,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
88,19,32,0.59375,1774,n1.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
101,19,32,0.59375,9,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
115,19,32,0.59375,11,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
153,19,32,0.59375,13,n1.0_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
237,19,32,0.59375,32,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
246,19,32,0.59375,312,n1.0_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
8,20,32,0.625,76,n1.0_rfo_re0.01_ar1_pls_pgtrue_phfalse
53,20,32,0.625,31,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
66,20,32,0.625,3,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
103,20,32,0.625,16,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
114,20,32,0.625,409,n1.0_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
122,20,32,0.625,630,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
126,20,32,0.625,10,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
128,20,32,0.625,15,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
141,20,32,0.625,62,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
148,20,32,0.625,13,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
151,20,32,0.625,521,n1.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
162,20,32,0.625,406,n2.0_rfo_re0.01_ar1_pls_pgtrue_phfalse
191,20,32,0.625,17,n1.0_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
200,20,32,0.625,13,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
201,20,32,0.625,696,n1.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
202,20,32,0.625,20,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
215,20,32,0.625,169,n1.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
238,20,32,0.625,22,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
243,20,32,0.625,721,n0.5_mad1.3_se1e-3_sctr_str_trf0.005_re0.01_ar1_pls_pgtrue_phfalse
257,20,32,0.625,24,n1.0_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
260,20,32,0.625,159,n0.5_mad1.3_se1e-3_sctr_str_trf0.005_re0.01_ar1_pls_pgtrue_phfalse
274,20,32,0.625,10,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
280,20,32,0.625,38,n1.0_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
281,20,32,0.625,21,n1.0_rfo_re0.01_ar1_pls_pgtrue_phfalse
35,21,32,0.65625,15,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
44,21,32,0.65625,36,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
47,21,32,0.65625,688,n1.0_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
62,21,32,0.65625,405,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
79,21,32,0.65625,20,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
86,21,32,0.65625,18,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
99,21,32,0.65625,27,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
108,21,32,0.65625,899,n1.0_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
135,21,32,0.65625,31,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
166,21,32,0.65625,887,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
173,21,32,0.65625,42,n1.0_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
227,21,32,0.65625,38,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
248,21,32,0.65625,423,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
250,21,32,0.65625,13,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
254,21,32,0.65625,277,n1.0_rfo_re0.01_ar1_pls_pgtrue_phfalse
256,21,32,0.65625,23,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
266,21,32,0.65625,15,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
272,21,32,0.65625,24,n1.0_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
6,22,32,0.6875,21,n1.0_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
7,22,32,0.6875,42,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
56,22,32,0.6875,694,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
60,22,32,0.6875,55,n1.0_rfo_str_trf0.005_re0.01_ar1_pls_pgtrue_phfalse
65,22,32,0.6875,23,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
67,22,32,0.6875,444,n1.0_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
76,22,32,0.6875,1545,n1.0_mad1.3_se1e-3_sctr_str_trf0.005_re0.01_ar1_pls_pgtrue_phfalse
77,22,32,0.6875,165,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
92,22,32,0.6875,28,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
120,22,32,0.6875,15,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
138,22,32,0.6875,13,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
150,22,32,0.6875,230,n1.0_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
192,22,32,0.6875,25,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
195,22,32,0.6875,27,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
205,22,32,0.6875,12,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
213,22,32,0.6875,11,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
236,22,32,0.6875,18,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
263,22,32,0.6875,24,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
273,22,32,0.6875,20,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
5,23,32,0.71875,5,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
31,23,32,0.71875,18,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
43,23,32,0.71875,5,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
48,23,32,0.71875,9,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
49,23,32,0.71875,186,n1.0_rfo_re0.01_ar1_pls_pgtrue_phfalse
57,23,32,0.71875,195,n2.0_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
74,23,32,0.71875,341,n1.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
112,23,32,0.71875,11,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
116,23,32,0.71875,502,n1.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
124,23,32,0.71875,1005,n1.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
125,23,32,0.71875,16,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
130,23,32,0.71875,9,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
137,23,32,0.71875,15,n1.0_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
142,23,32,0.71875,116,n1.0_rfo_str_trf0.005_re0.01_ar1_pls_pgtrue_phfalse
143,23,32,0.71875,182,n1.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
152,23,32,0.71875,15,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
194,23,32,0.71875,62,n2.0_rfo_str_trf0.005_re0.01_ar1_pls_pgtrue_phfalse
204,23,32,0.71875,15,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
208,23,32,0.71875,13,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
210,23,32,0.71875,26,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
222,23,32,0.71875,8,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
224,23,32,0.71875,20,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
247,23,32,0.71875,198,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
255,23,32,0.71875,11,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
261,23,32,0.71875,13,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
270,23,32,0.71875,25,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
21,24,32,0.75,20,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
61,24,32,0.75,29,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
72,24,32,0.75,28,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
90,24,32,0.75,62,n1.0_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
105,24,32,0.75,13,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
110,24,32,0.75,22,n1.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
118,24,32,0.75,34,n1.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
149,24,32,0.75,18,n1.0_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
190,24,32,0.75,14,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
241,24,32,0.75,1181,n1.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
244,24,32,0.75,13,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
265,24,32,0.75,29,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
279,24,32,0.75,32,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
2,25,32,0.78125,75,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
9,25,32,0.78125,7,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
28,25,32,0.78125,32,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
29,25,32,0.78125,13,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
30,25,32,0.78125,52,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
45,25,32,0.78125,145,n2.0_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
46,25,32,0.78125,16,n1.0_rfo_re0.01_ar1_pls_pgtrue_phfalse
73,25,32,0.78125,15,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
80,25,32,0.78125,190,n1.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
89,25,32,0.78125,432,n1.0_rfo_re0.01_ar1_pls_pgtrue_phfalse
102,25,32,0.78125,16,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
104,25,32,0.78125,26,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
113,25,32,0.78125,1342,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
121,25,32,0.78125,12,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
165,25,32,0.78125,16,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
212,25,32,0.78125,63,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
225,25,32,0.78125,12,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
251,25,32,0.78125,19,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
271,25,32,0.78125,21,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
284,25,32,0.78125,19,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
285,25,32,0.78125,44,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
17,26,32,0.8125,123,n1.0_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
78,26,32,0.8125,20,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
107,26,32,0.8125,63,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
133,26,32,0.8125,266,n1.0_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
145,26,32,0.8125,8,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
157,26,32,0.8125,10,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
188,26,32,0.8125,14,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
218,26,32,0.8125,34,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
221,26,32,0.8125,29,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
231,26,32,0.8125,14,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
234,26,32,0.8125,12,n1.0_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
