rank,tag,max_atom_disp,nr_threshold,lm_mu,shift_epsilon,anneal_force_threshold,stagnation_window,escape_alpha,lm_mu_anneal_factor,neg_mode_line_search,neg_trust_floor,blind_mode_threshold,blind_correction_alpha,aggressive_trust_recovery,escape_bidirectional,mode_follow_eval_threshold,project_gradient_and_v,purify_hessian,n_samples,n_converged,n_errors,convergence_rate,mean_steps_when_converged,mean_wall_time,total_wall_time,total_escapes,total_line_searches,total_mode_follows,step_control,max_nr_weight,polynomial_linesearch,noise_level,crossover_mu_max,crossover_n_neg_ref,crossover_force_ref,path
11,n1.0_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse,1.3,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.02,False,False,0.0,True,False,287,220,0,0.7665505226480837,4032.768181818182,177.75804074632998,51016.5576941967,0,0,0,trust_region,0.0,True,1.0,0.0,3.0,0.1,/scratch/memoozd/ts-tools-scratch/runs/min_nr_v11_1113757/n1.0_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse/minimization_newton_raphson_1113757_results.json
12,n0.5_mad1.3_se1e-3_sctr_str_trf0.005_re0.01_ar1_pls_pgtrue_phfalse,1.3,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.02,False,False,0.0,True,False,287,206,2,0.7177700348432056,1161.3155339805826,68.32432886864666,19609.08238530159,0,0,0,trust_region,0.0,True,0.5,0.0,3.0,0.1,/scratch/memoozd/ts-tools-scratch/runs/min_nr_v11_1113757/n0.5_mad1.3_se1e-3_sctr_str_trf0.005_re0.01_ar1_pls_pgtrue_phfalse/minimization_newton_raphson_1113757_results.json
13,n0.5_rfo_str_trf0.005_re0.01_ar1_pls_pgtrue_phfalse,1.3,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.02,False,False,0.0,True,False,287,201,1,0.7003484320557491,2070.686567164179,99.95445423840646,28686.928366422653,0,0,0,trust_region,0.0,True,0.5,0.0,0.0,0.0,/scratch/memoozd/ts-tools-scratch/runs/min_nr_v11_1113757/n0.5_rfo_str_trf0.005_re0.01_ar1_pls_pgtrue_phfalse/minimization_newton_raphson_1113757_results.json
14,n1.0_mad1.3_se1e-3_sctr_str_re0.01_ar1_pls_pgtrue_phfalse,1.3,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.02,False,False,0.0,True,False,287,195,0,0.6794425087108014,2663.471794871795,108.46594191179042,31129.725328683853,0,0,0,trust_region,0.0,True,1.0,0.0,3.0,0.1,/scratch/memoozd/ts-tools-scratch/runs/min_nr_v11_1113757/n1.0_mad1.3_se1e-3_sctr_str_re0.01_ar1_pls_pgtrue_phfalse/minimization_newton_raphson_1113757_results.json
15,n1.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse,1.3,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.02,False,False,0.0,True,False,287,195,1,0.6794425087108014,5620.138461538461,242.58949243648541,69623.18432927132,0,0,0,trust_region,0.0,True,1.5,0.0,3.0,0.1,/scratch/memoozd/ts-tools-scratch/runs/min_nr_v11_1113757/n1.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse/minimization_newton_raphson_1113757_results.json
16,n1.0_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,1.3,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.02,False,False,0.0,True,False,287,191,0,0.6655052264808362,2430.869109947644,107.88944800390183,30964.271577119827,0,0,0,trust_region,0.0,True,1.0,0.0,3.0,0.1,/scratch/memoozd/ts-tools-scratch/runs/min_nr_v11_1113757/n1.0_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse/minimization_newton_raphson_1113757_results.json
17,n2.0_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,1.3,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.02,False,False,0.0,True,False,287,183,0,0.6376306620209059,7526.251366120218,281.79678296627486,80875.67671132088,0,0,0,trust_region,0.0,True,2.0,0.0,0.0,0.0,/scratch/memoozd/ts-tools-scratch/runs/min_nr_v11_1113757/n2.0_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse/minimization_newton_raphson_1113757_results.json
18,n1.5_rfo_re0.01_ar1_pls_pgtrue_phfalse,1.3,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.02,False,False,0.0,True,False,287,176,1,0.6132404181184669,3408.3011363636365,143.1969895146865,41097.53599071503,0,0,0,trust_region,0.0,True,1.5,0.0,0.0,0.0,/scratch/memoozd/ts-tools-scratch/runs/min_nr_v11_1113757/n1.5_rfo_re0.01_ar1_pls_pgtrue_phfalse/minimization_newton_raphson_1113757_results.json
19,n1.5_rfo_str_re0.01_ar1_pls_pgtrue_phfalse,1.3,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.02,False,False,0.0,True,False,287,175,1,0.6097560975609756,3759.457142857143,148.9660223302941,42753.2484087944,0,0,0,trust_region,0.0,True,1.5,0.0,0.0,0.0,/scratch/memoozd/ts-tools-scratch/runs/min_nr_v11_1113757/n1.5_rfo_str_re0.01_ar1_pls_pgtrue_phfalse/minimization_newton_raphson_1113757_results.json
20,n2.0_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse,1.3,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.02,False,False,0.0,True,False,287,167,0,0.5818815331010453,6848.215568862275,295.05050190566726,84679.4940469265,0,0,0,trust_region,0.0,True,2.0,0.0,3.0,0.1,/scratch/memoozd/ts-tools-scratch/runs/min_nr_v11_1113757/n2.0_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse/minimization_newton_raphson_1113757_results.json
21,n1.0_mad1.3_se1e-3_sctr_str_trf0.005_re0.01_ar1_pls_pgtrue_phfalse,1.3,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.02,False,False,0.0,True,False,287,157,0,0.5470383275261324,2870.6751592356686,119.31862955724736,34244.44668292999,0,0,0,trust_region,0.0,True,1.0,0.0,3.0,0.1,/scratch/memoozd/ts-tools-scratch/runs/min_nr_v11_1113757/n1.0_mad1.3_se1e-3_sctr_str_trf0.005_re0.01_ar1_pls_pgtrue_phfalse/minimization_newton_raphson_1113757_results.json
22,n1.0_rfo_str_trf0.005_re0.01_ar1_pls_pgtrue_phfalse,1.3,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.02,False,False,0.0,True,False,287,157,0,0.5470383275261324,3228.7133757961783,145.35728972631048,41717.54215145111,0,0,0,trust_region,0.0,True,1.0,0.0,0.0,0.0,/scratch/memoozd/ts-tools-scratch/runs/min_nr_v11_1113757/n1.0_rfo_str_trf0.005_re0.01_ar1_pls_pgtrue_phfalse/minimization_newton_raphson_1113757_results.json
23,n1.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,1.3,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.02,False,False,0.0,True,False,287,156,1,0.5435540069686411,3347.8653846153848,143.51023480119605,41187.43738794327,0,0,0,trust_region,0.0,True,1.5,0.0,3.0,0.1,/scratch/memoozd/ts-tools-scratch/runs/min_nr_v11_1113757/n1.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse/minimization_newton_raphson_1113757_results.json
24,n1.5_mad1.3_se1e-3_sctr_str_re0.01_ar1_pls_pgtrue_phfalse,1.3,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.02,False,False,0.0,True,False,287,154,1,0.5365853658536586,3248.012987012987,142.591960975102,40923.89279985428,0,0,0,trust_region,0.0,True,1.5,0.0,3.0,0.1,/scratch/memoozd/ts-tools-scratch/runs/min_nr_v11_1113757/n1.5_mad1.3_se1e-3_sctr_str_re0.01_ar1_pls_pgtrue_phfalse/minimization_newton_raphson_1113757_results.json
25,n2.0_rfo_re0.01_ar1_pls_pgtrue_phfalse,1.3,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.02,False,False,0.0,True,False,287,127,0,0.4425087108013937,4022.968503937008,165.95010622951628,47627.68048787117,0,0,0,trust_region,0.0,True,2.0,0.0,0.0,0.0,/scratch/memoozd/ts-tools-scratch/runs/min_nr_v11_1113757/n2.0_rfo_re0.01_ar1_pls_pgtrue_phfalse/minimization_newton_raphson_1113757_results.json
26,n1.5_mad1.3_se1e-3_sctr_str_trf0.005_re0.01_ar1_pls_pgtrue_phfalse,1.3,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.02,False,False,0.0,True,False,287,125,1,0.4355400696864111,3287.704,145.14399788770112,41656.32739377022,0,0,0,trust_region,0.0,True,1.5,0.0,3.0,0.1,/scratch/memoozd/ts-tools-scratch/runs/min_nr_v11_1113757/n1.5_mad1.3_se1e-3_sctr_str_trf0.005_re0.01_ar1_pls_pgtrue_phfalse/minimization_newton_raphson_1113757_results.json
27,n2.0_rfo_str_re0.01_ar1_pls_pgtrue_phfalse,1.3,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.02,False,False,0.0,True,False,287,124,0,0.43205574912891986,4229.330645161291,170.61474408671415,48966.43155288696,0,0,0,trust_region,0.0,True,2.0,0.0,0.0,0.0,/scratch/memoozd/ts-tools-scratch/runs/min_nr_v11_1113757/n2.0_rfo_str_re0.01_ar1_pls_pgtrue_phfalse/minimization_newton_raphson_1113757_results.json
28,n2.0_mad1.3_se1e-3_sctr_str_re0.01_ar1_pls_pgtrue_phfalse,1.3,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.02,False,False,0.0,True,False,287,120,0,0.4181184668989547,4060.5833333333335,172.90312806737546,49623.19775533676,0,0,0,trust_region,0.0,True,2.0,0.0,3.0,0.1,/scratch/memoozd/ts-tools-scratch/runs/min_nr_v11_1113757/n2.0_mad1.3_se1e-3_sctr_str_re0.01_ar1_pls_pgtrue_phfalse/minimization_newton_raphson_1113757_results.json
29,n2.0_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,1.3,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.02,False,False,0.0,True,False,287,118,0,0.41114982578397213,3872.7881355932204,175.6488902037152,50411.23148846626,0,0,0,trust_region,0.0,True,2.0,0.0,3.0,0.1,/scratch/memoozd/ts-tools-scratch/runs/min_nr_v11_1113757/n2.0_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse/minimization_newton_raphson_1113757_results.json
30,n1.5_rfo_str_trf0.005_re0.01_ar1_pls_pgtrue_phfalse,1.3,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.02,False,False,0.0,True,False,287,89,1,0.31010452961672474,3721.6404494382023,172.16130219103982,49410.29372882843,0,0,0,trust_region,0.0,True,1.5,0.0,0.0,0.0,/scratch/memoozd/ts-tools-scratch/runs/min_nr_v11_1113757/n1.5_rfo_str_trf0.005_re0.01_ar1_pls_pgtrue_phfalse/minimization_newton_raphson_1113757_results.json
31,n2.0_mad1.3_se1e-3_sctr_str_trf0.005_re0.01_ar1_pls_pgtrue_phfalse,1.3,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.02,False,False,0.0,True,False,287,70,0,0.24390243902439024,3837.114285714286,190.31549259179144,54620.54637384415,0,0,0,trust_region,0.0,True,2.0,0.0,3.0,0.1,/scratch/memoozd/ts-tools-scratch/runs/min_nr_v11_1113757/n2.0_mad1.3_se1e-3_sctr_str_trf0.005_re0.01_ar1_pls_pgtrue_phfalse/minimization_newton_raphson_1113757_results.json
32,n2.0_rfo_str_trf0.005_re0.01_ar1_pls_pgtrue_phfalse,1.3,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.02,False,False,0.0,True,False,287,60,0,0.20905923344947736,4187.55,167.07987199178555,47951.923261642456,0,0,0,trust_region,0.0,True,2.0,0.0,0.0,0.0,/scratch/memoozd/ts-tools-scratch/runs/min_nr_v11_1113757/n2.0_rfo_str_trf0.005_re0.01_ar1_pls_pgtrue_phfalse/minimization_newton_raphson_1113757_results.json
