sample_id,combo_tag,classification,n_steps,final_n_neg,final_min_eval,final_force_norm,final_energy,stagnation_count,stagnation_frac,eval_improving,eval_oscillating,energy_plateau,energy_range_last100,energy_decreasing,min_grad_overlap,step_along_neg_frac,total_escapes,total_line_searches,final_trust_radius,min_trust_radius,total_mode_follows,n_blind_corrections,final_neg_trust_radius,escape_accepted_count,escape_rejected_count,n_mode_follow_events,has_ghost_modes,n_eval_below_neg1e-1,n_eval_neg1e-1_to_neg1e-2,n_eval_neg1e-2_to_neg1e-3,n_eval_neg1e-3_to_neg1e-4,n_eval_neg1e-4_to_0,n_eval_0_to_pos1e-4,n_eval_pos1e-4_to_pos1e-3,n_eval_above_pos1e-3,final_dist_reactant_rmsd,final_dist_product_rmsd,avg_continuity_min,total_rotation_events
sample_022,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,almost_converged,10000,2,-0.0002697080678843554,0.03322431445121765,-432.9192810058594,0,0.0,False,True,False,0.00091552734375,True,0.007158273577218859,0.7590940107264403,0,0,0.01,0.01,0,0,nan,0,0,0,False,0,0,0,1,1,0,1,24,1.413373589515686,1.6955375671386719,0.6368439914657356,36
sample_023,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_024,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_025,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_026,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_027,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_028,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_029,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_030,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_031,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_032,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_033,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_034,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,oscillating,10000,2,-0.007548219866121753,0.09812276065349579,-434.87042236328125,1,0.0001,False,True,False,0.00274658203125,True,0.014364949914559715,0.8314306564968953,0,0,0.01,0.01,0,0,nan,0,0,0,False,0,0,2,0,0,0,1,24,1.5119102001190186,1.6128957271575928,0.5775883953480756,62
sample_035,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_036,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_037,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_038,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_039,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,almost_converged,10000,1,-0.00021176816224967735,0.03445500507950783,-438.4505615234375,1,0.0001,False,True,False,0.001220703125,True,0.001384700403348079,0.0014443661665195704,0,0,0.01,0.01,0,0,nan,0,0,0,False,0,0,0,1,0,0,0,26,1.1382484436035156,1.5445010662078857,0.7826464738830166,25
sample_040,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_041,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,almost_converged,10000,1,-0.0007661569562337556,0.12552525103092194,-435.2171630859375,1318,0.1318,False,True,False,0.001129150390625,True,0.2875816915479909,0.9867710897219931,0,0,0.01,0.01,0,0,nan,0,0,0,False,0,0,0,1,0,0,1,25,1.3136026859283447,1.7171894311904907,0.9981110239626519,0
sample_042,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_043,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_044,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_045,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_046,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_047,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_048,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_049,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_050,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,almost_converged,10000,2,-0.0006818617895030263,0.11367493122816086,-438.6474609375,33,0.0033,False,True,False,0.001312255859375,False,0.1366356798480481,0.9998172529445905,0,0,0.01,0.01,0,0,nan,0,0,0,False,0,0,0,2,0,0,0,25,1.465977430343628,1.7378543615341187,0.9136397330483048,6
sample_051,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_052,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_053,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_054,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_055,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_056,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,almost_converged,10000,1,-0.0010409161325239998,0.07389575988054276,-432.89111328125,30,0.003,False,True,False,0.001312255859375,True,0.1149976223436531,0.8135827531494267,0,0,0.01,0.01,0,0,nan,0,0,0,False,0,0,1,0,0,0,0,26,1.5060256719589233,1.1249918937683105,0.8006496531915639,5
sample_057,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,oscillating,10000,3,-0.03668692490250652,0.042341381311416626,-433.11602783203125,0,0.0,False,True,False,0.001434326171875,False,0.00511867844155882,0.622772693712372,0,0,0.01,0.01,0,0,nan,0,0,0,False,0,1,1,1,0,0,1,23,1.2242212295532227,1.527117371559143,0.5498092786649447,77
sample_058,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_059,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_060,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_061,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_062,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,almost_converged,10000,2,-0.0006090651468664632,0.02814231999218464,-429.0373840332031,0,0.0,False,True,False,0.0015869140625,True,0.015878546547424516,0.858396153150531,0,0,0.01,0.01,0,0,nan,0,0,0,False,0,0,0,1,1,1,1,23,3.7230210304260254,3.8097727298736572,0.48167211139487365,55
sample_063,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_064,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_065,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_066,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_067,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_068,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_069,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,almost_converged,10000,1,-0.0008313979760886191,0.011517887935042381,-435.1236877441406,6,0.0006,False,True,False,0.0003662109375,True,0.12743076330963435,0.8475889450951036,0,0,0.01,0.01,0,0,nan,0,0,0,False,0,0,0,1,0,0,1,25,1.187209963798523,1.770115852355957,0.8556689972183094,13
sample_070,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_071,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_072,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,oscillating,10000,2,-0.018065687932407527,0.037708673626184464,-433.4226989746094,1,0.0001,False,True,False,0.00115966796875,True,0.06793206654916871,0.9527214761876638,0,0,0.015,0.01,0,0,nan,0,0,0,False,0,1,0,1,0,0,1,24,1.361547827720642,1.6428790092468262,0.9186667698174699,7
sample_073,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_074,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_075,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_076,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_077,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_078,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,almost_converged,10000,1,-0.0012536357245446783,0.039430852979421616,-438.7637634277344,1718,0.1718,False,True,False,0.00128173828125,True,0.31783499862082043,0.9811089476222857,0,0,0.01,0.01,0,0,nan,0,0,0,False,0,0,1,0,0,0,1,25,1.0727242231369019,1.4747140407562256,0.9753881184577993,0
sample_079,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_080,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_081,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_082,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,oscillating,10000,3,-0.03846640800886234,0.06754869967699051,-433.4024353027344,0,0.0,False,True,False,0.001861572265625,False,0.005299045364261657,0.24067198541761686,0,0,0.01,0.01,0,0,nan,0,0,0,False,0,1,1,1,0,1,0,23,1.1517289876937866,1.292335867881775,0.29545271087230107,147
sample_083,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_084,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_085,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_086,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_087,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_088,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_089,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_090,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_091,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_092,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_093,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_094,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_095,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_096,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_097,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_098,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,oscillating,10000,2,-0.004070893001103427,0.12230530381202698,-433.1927490234375,6303,0.6303,False,True,False,0.0008544921875,True,0.011192709607083,0.9168563731889189,0,0,0.01,0.01,0,0,nan,0,0,0,False,0,0,2,0,0,0,0,25,1.0547196865081787,1.2380553483963013,0.8492725670339017,0
sample_099,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_100,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,ghost_modes,10000,1,-3.6366301674105182e-06,0.052301906049251556,-435.22381591796875,1,0.0001,False,True,False,0.001190185546875,False,0.022473032261997074,0.11742686013060255,0,0,0.01,0.01,0,0,nan,0,0,0,True,0,0,0,0,1,1,0,25,1.608330488204956,1.953976035118103,0.8106437465254008,15
sample_101,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_102,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_103,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,oscillating,10000,3,-0.00233051399663476,0.07344751060009003,-432.97314453125,0,0.0,False,True,False,0.001190185546875,False,0.05158820751339408,0.7968816669546842,0,0,0.01,0.01,0,0,nan,0,0,0,False,0,0,2,1,0,0,2,22,1.4488977193832397,1.3357793092727661,0.5525231059182082,54
sample_104,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_105,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_106,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_107,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_108,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,oscillating,10000,3,-0.008500133854886018,0.02708321064710617,-431.5018005371094,1,0.0001,False,True,False,0.000946044921875,True,0.0029551901882797185,0.07238863849153011,0,0,0.01,0.01,0,0,nan,0,0,0,False,0,0,1,1,1,2,1,21,2.5412755012512207,2.9803647994995117,0.29143224890145275,106
sample_109,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_110,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_111,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_112,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_113,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_114,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_115,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_116,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,ghost_modes,10000,1,-9.403816631001095e-05,0.030888359993696213,-436.49884033203125,0,0.0,False,True,False,0.001739501953125,True,0.076789935731141,0.8328915606286542,0,0,0.01,0.01,0,0,nan,0,0,0,True,0,0,0,0,1,1,0,25,1.716321349143982,2.2763702869415283,0.7899294410098707,16
sample_117,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_118,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_119,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_120,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_121,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_122,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_123,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_124,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_125,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
