sample_id,combo_tag,classification,n_steps,final_n_neg,final_min_eval,final_force_norm,final_energy,stagnation_count,stagnation_frac,eval_improving,eval_oscillating,energy_plateau,energy_range_last100,energy_decreasing,min_grad_overlap,step_along_neg_frac,total_escapes,total_line_searches,final_trust_radius,min_trust_radius,total_mode_follows,n_blind_corrections,final_neg_trust_radius,escape_accepted_count,escape_rejected_count,n_mode_follow_events,has_ghost_modes,n_eval_below_neg1e-1,n_eval_neg1e-1_to_neg1e-2,n_eval_neg1e-2_to_neg1e-3,n_eval_neg1e-3_to_neg1e-4,n_eval_neg1e-4_to_0,n_eval_0_to_pos1e-4,n_eval_pos1e-4_to_pos1e-3,n_eval_above_pos1e-3,final_dist_reactant_rmsd,final_dist_product_rmsd,avg_continuity_min,total_rotation_events
sample_104,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_105,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_106,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_107,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_108,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_109,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_110,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,almost_converged,20000,2,-0.0006952625782721149,0.07654481381177902,-438.6532897949219,0,0.0,False,True,False,0.00201416015625,True,0.12104108118267105,0.2559688729929875,0,0,0.01,0.01,0,0,nan,0,0,0,False,0,0,0,2,0,1,1,23,1.4190125465393066,1.798104166984558,0.35798420538772846,107
sample_111,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_112,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_113,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_114,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_115,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_116,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_117,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_118,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_119,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_120,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_121,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_122,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_123,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_124,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_125,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_126,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_127,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_128,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_129,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_130,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_131,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_132,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_133,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_134,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_135,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_136,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,almost_converged,20000,2,-0.0014591973116596356,0.021275151520967484,-437.2908630371094,0,0.0,False,True,False,0.001373291015625,True,0.04871674470402131,0.04870906195910221,0,0,0.01,0.01,0,0,nan,0,0,0,False,0,0,1,1,0,1,0,24,1.6696165800094604,1.9776170253753662,0.2766018420719157,107
sample_137,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_138,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_139,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_140,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_141,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_142,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_143,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,oscillating,20000,3,-0.003919968200145071,0.015398317947983742,-434.8341979980469,0,0.0,False,True,False,0.001373291015625,True,0.008967462079945906,0.29324821362877296,0,0,0.01,0.01,0,0,nan,0,0,0,False,0,0,2,0,1,2,1,21,1.8608349561691284,1.6784857511520386,0.3982889700354494,109
sample_144,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_145,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_146,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_147,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,almost_converged,20000,1,-0.0004807654165603933,0.003361356444656849,-435.7405700683594,19921,0.99605,False,True,False,3.0517578125e-05,True,0.08973565943772135,0.9022353571027935,0,0,0.01,0.01,0,0,nan,0,0,0,False,0,0,0,1,0,0,1,25,0.9869086146354675,0.9564712643623352,0.9995257978596322,0
sample_148,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_149,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_150,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_151,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_152,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_153,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_154,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_155,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_156,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_157,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_158,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_159,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,oscillating,20000,1,-0.007800724317534223,0.021302388980984688,-432.9496765136719,0,0.0,False,True,False,0.001495361328125,True,0.006837632534843977,0.9981519199876456,0,0,0.01,0.01,0,0,nan,0,0,0,False,0,0,1,0,0,0,0,26,1.4531159400939941,1.6040371656417847,0.7559773652917968,26
sample_160,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_161,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_162,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_163,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_164,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_165,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_166,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_167,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,almost_converged,20000,1,-0.00026175175367884883,0.00587243027985096,-439.6246032714844,46,0.0023,False,True,False,0.001708984375,True,0.04162649197887342,0.9938279610289167,0,0,0.01,0.01,0,0,nan,0,0,0,False,0,0,0,1,0,0,0,26,1.3646204471588135,1.8038798570632935,0.8133628350571844,25
sample_168,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_169,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_170,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_171,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_172,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_173,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_174,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_175,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_176,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_177,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_178,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_179,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_180,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,almost_converged,20000,1,-0.0005888008050078165,0.03195513039827347,-433.562744140625,0,0.0,False,True,False,0.002655029296875,True,0.13360230277322946,0.24474299158872906,0,0,0.01,0.01,0,0,nan,0,0,0,False,0,0,0,1,0,0,2,33,1.8062193393707275,1.9812772274017334,0.38982846902680207,89
sample_181,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_182,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_183,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_184,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_185,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_186,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_187,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_188,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_189,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_190,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_191,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_192,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_193,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_194,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_195,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_196,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_197,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_198,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_199,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_200,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_201,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,oscillating,20000,1,-0.00650293657698694,0.09000971913337708,-431.65203857421875,2,0.0001,False,True,False,0.0018310546875,True,0.006603838235609514,0.00024142051353039014,0,0,0.01,0.01,0,0,nan,0,0,0,False,0,0,1,0,0,0,1,28,1.2560211420059204,1.2976117134094238,0.6664796710362169,38
sample_202,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_203,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_204,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_205,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_206,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_207,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_208,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_209,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_210,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_211,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_212,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_213,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_214,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_215,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_216,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_217,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_218,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_219,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_220,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_221,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_222,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_223,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_224,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_225,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_226,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_227,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_228,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_229,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_230,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_231,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_232,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_233,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_234,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_235,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_236,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_237,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_238,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,almost_converged,20000,1,-0.0019561347732869735,0.015707483515143394,-432.8457336425781,0,0.0,False,True,False,0.001220703125,False,0.2619225263144209,0.9106938643580862,0,0,0.01,0.01,0,0,nan,0,0,0,False,0,0,1,0,0,1,1,27,0.7985079288482666,1.3688476085662842,0.5837286984375644,57
sample_239,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_240,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_241,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_242,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_243,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_244,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_245,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,almost_converged,20000,2,-0.0004611565849620328,0.022685224190354347,-432.49468994140625,1061,0.05305,False,True,False,0.001129150390625,True,0.0054586175006922175,0.007857747133272102,0,0,0.01,0.01,0,0,nan,0,0,0,False,0,0,0,1,1,0,1,27,1.8106426000595093,2.1989545822143555,0.9978049324836408,0
sample_246,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_247,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_248,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_249,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_250,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_251,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_252,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_253,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_254,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_255,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse,converged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
